session_id,avg_time_per_page,avg_time_per_product,avg_time_per_review,time_to_first_product,time_to_first_cart,time_to_checkout,time_to_purchase,cart_to_purchase_time,product_views_before_cart,searches_before_cart,reviews_before_purchase,filters_before_purchase
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0044,420.0,2100.0,0.0,2700.0,5300.0,6900.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0047,840.0,1800.0,0.0,3500.0,5800.0,7500.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0050,700.0,1900.0,0.0,2500.0,4900.0,7000.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0053,550.0,2200.0,0.0,2800.0,5500.0,7100.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0056,980.0,1700.0,0.0,2400.0,4600.0,6200.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0059,640.0,1800.0,0.0,3400.0,5700.0,7400.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0062,400.0,2000.0,0.0,2600.0,5100.0,6700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0065,1100.0,1800.0,0.0,2600.0,4900.0,6500.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0068,740.0,2200.0,0.0,2600.0,5300.0,6900.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0071,700.0,1700.0,0.0,2300.0,4500.0,6100.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0074,350.0,0.0,2100.0,3700.0,9100.0,10700.0,0.0,0.0,2.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0077,400.0,2000.0,0.0,2600.0,5100.0,6700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0080,840.0,1700.0,0.0,2500.0,4700.0,6300.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0083,640.0,1800.0,0.0,3300.0,5600.0,7300.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0086,425.0,1700.0,0.0,2600.0,4800.0,6400.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0089,660.0,1800.0,0.0,2600.0,4900.0,6500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0092,1125.0,1600.0,0.0,2700.0,4800.0,6400.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0095,640.0,1800.0,0.0,2500.0,4800.0,6500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0098,340.0,1700.0,0.0,2600.0,4800.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0101,640.0,1800.0,0.0,3400.0,5700.0,7400.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0104,425.0,1700.0,0.0,2700.0,4900.0,6500.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0107,1020.0,2000.0,0.0,2500.0,5000.0,6600.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0110,640.0,1700.0,0.0,2500.0,4700.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0113,840.0,1800.0,0.0,2600.0,4900.0,6500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0116,620.0,1700.0,0.0,2500.0,4700.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0119,720.0,1900.0,0.0,2600.0,5000.0,6600.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0122,360.0,1800.0,0.0,3400.0,5700.0,7400.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0125,1175.0,1700.0,0.0,2600.0,4800.0,6400.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0128,825.0,1800.0,0.0,2700.0,5000.0,6600.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0131,360.0,1800.0,0.0,2600.0,4900.0,6500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0134,900.0,1700.0,0.0,2500.0,4700.0,6300.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0137,660.0,1800.0,0.0,2600.0,4900.0,6500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0140,425.0,1700.0,0.0,2700.0,4900.0,6500.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0143,720.0,1900.0,0.0,2400.0,4800.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0146,340.0,1700.0,0.0,2600.0,4800.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0149,640.0,1700.0,0.0,2300.0,4500.0,6100.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0152,900.0,2100.0,0.0,4300.0,7800.0,11800.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0155,714.2857142857143,1400.0,0.0,2700.0,8400.0,10600.0,0.0,0.0,2.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0158,900.0,1900.0,0.0,4400.0,6900.0,8800.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0161,760.0,1700.0,0.0,3700.0,6050.0,8300.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0164,1040.0,2400.0,0.0,2500.0,6100.0,8200.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0167,880.0,2600.0,0.0,3400.0,7300.0,9100.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0170,1100.0,3000.0,0.0,2200.0,6400.0,8400.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0173,700.0,1100.0,0.0,2900.0,7500.0,9400.0,0.0,0.0,2.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0176,733.3333333333334,2300.0,0.0,2200.0,6700.0,8700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0179,800.0,1700.0,0.0,3600.0,5950.0,8200.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0182,816.6666666666666,1300.0,0.0,2600.0,8200.0,10200.0,0.0,0.0,2.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0185,860.0,2400.0,0.0,2500.0,6100.0,8100.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0188,900.0,2100.0,0.0,3400.0,6150.0,8000.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0191,1020.0,2500.0,0.0,2400.0,6100.0,8100.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0194,716.6666666666666,2300.0,0.0,2100.0,6500.0,8400.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0197,940.0,2200.0,0.0,2400.0,5800.0,7700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0200,980.0,2200.0,0.0,2200.0,5600.0,7500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0203,860.0,2400.0,0.0,3400.0,7000.0,8800.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0206,1100.0,2500.0,0.0,2200.0,6000.0,7900.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0209,700.0,1800.0,0.0,2000.0,4450.0,6300.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0212,1000.0,2400.0,0.0,2400.0,6000.0,8000.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0215,880.0,2100.0,0.0,3400.0,6150.0,8000.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0218,940.0,2200.0,0.0,2100.0,5500.0,7400.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0221,760.0,2000.0,0.0,2100.0,5300.0,7200.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0224,1040.0,2300.0,0.0,2100.0,5600.0,7500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0227,940.0,2600.0,0.0,2400.0,6200.0,8200.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0230,700.0,1800.0,0.0,2100.0,4550.0,6400.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0233,880.0,2400.0,0.0,2300.0,6800.0,8700.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0236,1060.0,2500.0,0.0,2400.0,6100.0,8100.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0239,980.0,2300.0,0.0,2200.0,5700.0,7600.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0242,800.0,2100.0,0.0,2100.0,4850.0,6700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0245,760.0,2000.0,0.0,2100.0,5300.0,7200.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0248,880.0,1900.0,0.0,3400.0,5950.0,7800.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0251,900.0,2100.0,0.0,2200.0,5500.0,7500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0254,960.0,2200.0,0.0,2200.0,5600.0,7500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0257,666.6666666666666,2200.0,0.0,2100.0,6400.0,8300.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0260,800.0,2100.0,0.0,2100.0,4850.0,6700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0263,700.0,1800.0,0.0,2100.0,5050.0,6900.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0266,840.0,1800.0,0.0,2000.0,4950.0,6800.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0269,940.0,2600.0,0.0,2400.0,6200.0,8200.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0272,920.0,2100.0,0.0,2100.0,5400.0,7300.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0275,716.6666666666666,2000.0,0.0,2100.0,6200.0,8000.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0278,800.0,2100.0,0.0,2100.0,4850.0,6700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0281,860.0,2200.0,0.0,2200.0,5600.0,7500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0284,740.0,2000.0,0.0,2300.0,6400.0,8200.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0287,900.0,2100.0,0.0,2100.0,5350.0,7200.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0290,900.0,2000.0,0.0,2100.0,4750.0,6600.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0293,1100.0,2400.0,0.0,2300.0,5900.0,7800.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0296,820.0,1800.0,0.0,2100.0,5050.0,6900.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0299,1075.0,1900.0,0.0,2300.0,5350.0,7200.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0302,900.0,2100.0,0.0,2800.0,5550.0,8750.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0305,733.3333333333334,1800.0,0.0,4500.0,6900.0,8700.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0308,650.0,1700.0,0.0,2600.0,4800.0,6500.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0311,720.0,1500.0,0.0,3400.0,5400.0,8000.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0314,728.5714285714286,0.0,2300.0,4700.0,9800.0,11700.0,0.0,0.0,2.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0317,800.0,1900.0,0.0,3300.0,5700.0,7300.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0320,666.6666666666666,2000.0,0.0,3900.0,6700.0,8500.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0323,683.3333333333334,1700.0,0.0,2200.0,4400.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0326,333.3333333333333,0.0,2000.0,4100.0,8800.0,10500.0,0.0,0.0,2.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0329,820.0,1600.0,0.0,3000.0,5100.0,6700.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0332,800.0,1800.0,0.0,2200.0,4500.0,6100.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0335,800.0,1700.0,0.0,3600.0,5800.0,7400.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0338,583.3333333333334,1500.0,0.0,2200.0,4200.0,5800.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0341,740.0,1600.0,0.0,3200.0,5300.0,6900.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0344,820.0,1700.0,0.0,2400.0,4600.0,6200.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0347,1000.0,1800.0,0.0,3400.0,5700.0,7300.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0350,616.6666666666666,1600.0,0.0,2300.0,4400.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0353,350.0,0.0,2100.0,4000.0,8800.0,10500.0,0.0,0.0,2.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0356,760.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0359,780.0,1700.0,0.0,2300.0,4500.0,6100.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0362,720.0,1600.0,0.0,3400.0,5500.0,7100.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0365,950.0,1700.0,0.0,3200.0,5400.0,7000.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0368,760.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0371,760.0,1600.0,0.0,3400.0,5500.0,7100.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0374,820.0,1700.0,0.0,2300.0,4500.0,6100.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0377,900.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0380,720.0,1600.0,0.0,3400.0,5500.0,7100.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0383,333.3333333333333,0.0,2000.0,3200.0,7800.0,9500.0,0.0,0.0,2.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0386,740.0,1500.0,0.0,3000.0,5000.0,6600.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0389,900.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0392,740.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0395,925.0,1600.0,0.0,2300.0,4400.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0398,740.0,1500.0,0.0,3000.0,5000.0,6600.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0401,720.0,1600.0,0.0,3400.0,5500.0,7100.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0404,720.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0407,740.0,1500.0,0.0,3000.0,5000.0,6600.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0410,900.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0413,900.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0416,720.0,1600.0,0.0,3500.0,5600.0,7200.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0419,333.3333333333333,0.0,2000.0,3000.0,7600.0,9300.0,0.0,0.0,2.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0422,740.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0425,700.0,1500.0,0.0,3000.0,5000.0,6600.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0428,720.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0431,740.0,1500.0,0.0,3000.0,5000.0,6600.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0434,720.0,1600.0,0.0,2300.0,4400.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0437,900.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0440,760.0,1600.0,0.0,3500.0,5600.0,7200.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0443,900.0,1500.0,0.0,2100.0,4100.0,5700.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0446,740.0,1600.0,0.0,3400.0,5500.0,7100.0,0.0,0.0,1.0,1.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0449,925.0,1600.0,0.0,2300.0,4400.0,6000.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0452,650.0,1950.0,0.0,2800.0,5400.0,7300.0,0.0,0.0,1.0,0.0,0.0,0.0
llm-ecommerce-balanced-7500-v1-shard-2__bench_cart_abandoner_0455,400.0,0.0,2400.0,3800.0,8500.0,10200.0,0.0,0.0,1.0,1.0,0.0,0.0
